Sr.No.,Course,Job profession,Student,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,s/p,P1,P2,P3,P4,P5,P6,P7,P8
,,Database designer,S681,13,5,10,18,8,16,8,14,s681,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S682,13,6,10,18,8,17,8,14,s682,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S683,13,7,10,19,8,20,6,14,s683,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S684,13,8,10,19,8,15,6,14,s684,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S685,13,9,10,20,8,17,6,14,s685,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S686,13,10,10,20,8,16,6,14,s686,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S687,13,5,10,15,8,16,6,14,s687,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S688,13,6,5,15,8,15,6,14,s688,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S689,11,7,5,16,8,16,6,14,s689,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S690,12,8,6,16,8,17,6,14,s690,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S691,13,9,6,17,8,20,5,14,s691,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S692,14,10,7,17,7,15,5,14,s692,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S693,14,5,7,18,7,16,5,14,s693,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S694,13,6,5,18,7,15,6,14,s694,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S695,12,7,5,19,7,16,7,14,s695,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S696,11,8,6,19,7,17,5,14,s696,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S697,14,9,6,20,7,20,5,14,s697,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S698,13,10,7,20,7,15,5,14,s698,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S699,12,10,7,15,7,17,6,14,s699,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
,,Database designer,S700,11,9,6,16,7,16,7,14,s700,AVG,POOR,POOR,BEST,POOR,BEST,POOR,AVG
15,,Economist,S701,14,13,5,15,7,16,16,8,s701,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S702,12,12,6,15,5,20,15,9,s702,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S703,11,11,7,15,6,19,16,10,s703,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S704,13,11,8,15,7,15,17,5,s704,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S705,12,13,9,15,5,17,20,6,s705,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S706,11,13,10,15,5,16,16,7,s706,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S707,11,12,5,15,6,20,15,8,s707,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S708,13,11,6,15,7,19,16,9,s708,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S709,12,11,7,15,5,15,17,10,s709,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S710,14,13,8,15,5,17,20,5,s710,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S711,14,13,9,15,6,16,16,6,s711,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S712,12,12,10,15,7,20,15,7,s712,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S713,11,11,5,15,5,19,16,8,s713,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S714,13,11,6,15,5,15,17,9,s714,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S715,12,13,7,16,6,17,20,10,s715,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S716,11,13,8,16,7,16,16,5,s716,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S717,11,12,9,17,5,20,15,6,s717,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S718,13,11,10,17,5,19,16,7,s718,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S719,12,11,5,18,6,15,17,8,s719,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S720,14,13,6,18,7,17,16,9,s720,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S721,14,13,7,15,5,16,15,10,s721,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S722,12,12,8,15,5,20,16,5,s722,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S723,11,11,9,16,6,19,17,6,s723,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S724,13,11,10,16,7,15,20,7,s724,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S725,12,13,5,17,5,17,16,8,s725,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S726,11,13,6,17,5,16,15,9,s726,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S727,11,12,7,18,6,20,16,10,s727,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S728,13,11,8,18,7,19,17,5,s728,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S729,12,11,9,15,5,15,20,6,s729,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S730,14,13,10,15,5,17,16,7,s730,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S731,14,13,5,16,6,16,15,8,s731,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S732,12,12,6,16,7,20,16,9,s732,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S733,11,11,7,17,5,19,17,10,s733,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S734,13,11,8,17,5,15,20,5,s734,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S735,12,13,9,18,6,17,16,6,s735,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S736,11,13,10,18,7,16,15,7,s736,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S737,11,12,5,15,5,20,16,8,s737,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S738,13,11,6,15,5,19,17,9,s738,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S739,12,11,7,16,6,15,20,10,s739,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S740,14,13,8,16,7,17,16,5,s740,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S741,14,13,9,17,5,16,15,6,s741,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S742,12,12,10,17,5,20,16,7,s742,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S743,11,11,5,18,6,19,17,8,s743,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S744,13,11,6,18,7,15,20,9,s744,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S745,12,13,7,16,5,17,16,10,s745,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S746,11,13,8,17,5,16,15,5,s746,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S747,11,12,9,17,6,20,16,6,s747,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S748,13,11,10,18,7,19,17,7,s748,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S749,12,11,5,18,5,15,20,10,s749,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
,,Economist,S750,14,13,7,19,7,17,17,8,s750,AVG,AVG,POOR,BEST,POOR,BEST,BEST,POOR
16,,Librarian,S751,11,5,16,20,12,13,17,6,s751,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S752,12,5,20,19,11,13,17,5,s752,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S753,13,6,19,15,11,13,17,6,s753,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S754,14,5,15,17,13,13,17,6,s754,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S755,13,5,17,16,13,13,17,7,s755,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S756,12,5,16,20,12,13,17,8,s756,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S757,11,6,20,19,12,13,17,6,s757,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S758,11,5,19,15,11,13,17,9,s758,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S759,12,7,15,17,11,13,17,6,s759,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S760,13,9,17,16,13,13,17,10,s760,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S761,14,10,16,20,13,13,17,6,s761,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S762,13,5,20,19,12,13,17,6,s762,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S763,12,6,19,15,12,13,17,6,s763,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S764,11,5,15,17,11,13,17,6,s764,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S765,11,7,17,16,11,13,17,6,s765,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S766,12,9,16,20,13,13,17,6,s766,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S767,13,10,20,19,13,13,17,6,s767,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S768,14,5,19,15,12,13,17,6,s768,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S769,13,5,15,17,12,13,17,6,s769,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S770,12,6,17,16,11,13,17,6,s770,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S771,11,5,16,20,11,14,17,10,s771,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S772,11,7,20,19,13,14,17,10,s772,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S773,12,9,19,15,13,14,17,10,s773,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S774,13,10,15,17,12,14,16,10,s774,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S775,14,7,17,16,12,14,16,10,s775,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S776,13,7,16,20,11,14,16,10,s776,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S777,12,6,20,19,11,14,16,10,s777,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S778,11,5,19,15,13,14,16,10,s778,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S779,13,7,15,17,13,14,16,10,s779,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S780,11,9,17,16,12,14,16,10,s780,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S781,12,10,16,20,12,14,16,10,s781,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S782,13,7,20,19,11,14,16,10,s782,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S783,14,6,19,15,11,14,16,10,s783,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S784,13,5,15,17,13,14,16,10,s784,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S785,12,7,17,16,13,14,16,10,s785,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S786,11,9,16,20,12,14,16,10,s786,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S787,13,10,20,19,12,12,16,10,s787,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S788,11,9,19,15,11,12,16,10,s788,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S789,12,6,15,17,11,12,16,10,s789,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S790,13,5,17,16,13,12,16,8,s790,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S791,14,7,16,20,13,12,16,8,s791,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S792,13,9,20,19,12,12,16,8,s792,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S793,12,10,19,15,12,12,18,8,s793,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S794,11,7,15,17,11,12,18,8,s794,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S795,12,9,17,16,11,12,18,8,s795,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S796,13,10,16,20,13,12,18,8,s796,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S797,14,9,20,19,13,12,18,8,s797,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S798,13,9,19,15,12,12,18,8,s798,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S799,12,7,15,17,11,12,18,8,s799,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
,,Librarian,S800,11,7,17,16,11,12,18,8,s800,AVG,POOR,BEST,BEST,AVG,AVG,BEST,POOR
17,,Engineer,S801,11,5,6,18,19,12,18,7,s801,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S802,12,5,6,17,19,12,19,0,s802,AVG,POOR,POOR,BEST,BEST,AVG,BEST,NA
,,Engineer,S803,13,5,6,15,19,12,17,8,s803,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S804,14,5,6,19,19,12,15,8,s804,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S805,13,5,6,20,19,12,20,8,s805,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S806,12,5,6,18,19,12,20,8,s806,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S807,11,5,6,19,19,12,20,8,s807,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S808,11,6,5,17,19,12,20,8,s808,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S809,12,6,5,15,19,12,18,8,s809,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S810,13,6,5,18,19,12,19,8,s810,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S811,14,6,5,17,19,12,17,8,s811,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S812,13,6,5,15,19,12,15,8,s812,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S813,12,6,5,19,19,12,20,8,s813,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S814,11,6,5,20,19,12,20,8,s814,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S815,11,7,8,18,19,12,20,8,s815,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S816,12,7,8,19,19,12,20,8,s816,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S817,13,7,8,17,19,13,20,8,s817,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S818,14,7,8,15,19,14,20,8,s818,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S819,13,7,8,18,19,11,20,8,s819,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S820,12,7,8,17,19,12,18,8,s820,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S821,11,7,8,15,19,13,19,8,s821,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S822,11,7,8,19,19,14,17,7,s822,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S823,12,5,7,20,19,11,15,7,s823,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S824,13,6,7,18,19,12,20,7,s824,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S825,14,7,7,19,19,13,20,7,s825,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S826,13,8,7,17,20,14,20,7,s826,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S827,12,9,7,15,20,11,18,6,s827,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S828,11,10,7,18,20,12,19,7,s828,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S829,11,5,7,17,20,13,17,8,s829,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S830,12,6,7,15,20,14,15,9,s830,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S831,13,7,7,19,20,11,20,10,s831,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S832,14,8,7,20,20,12,20,5,s832,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S833,13,9,7,18,20,13,20,7,s833,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S834,12,10,8,19,20,14,20,7,s834,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S835,11,5,8,17,20,11,20,7,s835,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S836,11,6,8,15,20,12,20,7,s836,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S837,12,7,8,18,20,13,20,7,s837,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S838,13,8,8,17,20,14,18,7,s838,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S839,14,9,8,15,20,11,19,7,s839,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S840,13,10,8,19,20,12,17,7,s840,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S841,12,5,8,20,20,13,15,6,s841,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S842,11,6,9,18,20,14,20,7,s842,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S843,11,7,9,19,20,11,20,8,s843,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S844,12,8,9,17,16,12,20,9,s844,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S845,13,9,9,15,16,13,20,10,s845,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S846,14,10,9,16,16,14,20,5,s846,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S847,11,7,9,18,16,11,20,7,s847,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S848,12,8,9,19,16,13,20,9,s848,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S849,13,9,5,17,16,14,20,9,s849,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
,,Engineer,S850,14,10,7,15,16,11,20,9,s850,AVG,POOR,POOR,BEST,BEST,AVG,BEST,POOR
18,,Lawyer,S851,20,5,14,19,7,17,16,5,s851,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S852,19,5,14,19,7,17,16,5,s852,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S853,18,5,13,19,7,17,16,5,s853,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S854,17,5,13,19,7,17,16,6,s854,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S855,16,5,11,19,7,17,16,7,s855,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S856,15,5,12,19,7,17,16,8,s856,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S857,20,5,14,19,7,17,16,9,s857,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S858,19,5,14,19,7,17,16,10,s858,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S859,18,5,13,19,7,17,16,5,s859,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S860,17,5,13,19,6,17,16,5,s860,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S861,16,5,11,19,7,17,16,5,s861,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S862,15,5,12,19,8,17,16,5,s862,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S863,20,5,14,19,9,17,16,6,s863,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S864,19,5,14,19,10,17,16,7,s864,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S865,18,5,13,19,5,17,16,8,s865,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S866,17,5,13,19,7,17,16,9,s866,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S867,16,5,11,19,8,16,16,10,s867,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S868,15,5,12,19,8,16,16,5,s868,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S869,20,5,14,19,8,16,16,7,s869,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S870,19,5,14,19,8,16,16,7,s870,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S871,18,5,13,19,8,16,16,7,s871,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S872,17,6,13,19,8,16,16,7,s872,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S873,16,6,11,19,8,16,16,7,s873,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S874,15,6,12,19,6,16,16,7,s874,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S875,20,6,14,19,7,16,16,7,s875,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S876,19,6,14,19,8,16,16,7,s876,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S877,18,6,13,19,9,16,16,7,s877,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S878,17,6,13,19,10,16,16,7,s878,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S879,16,6,11,19,5,16,16,7,s879,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S880,15,6,12,19,8,16,16,7,s880,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S881,20,6,14,19,8,16,16,7,s881,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S882,19,6,14,19,8,16,16,8,s882,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S883,18,6,13,19,8,15,16,8,s883,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S884,17,6,13,19,6,15,16,8,s884,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S885,16,6,11,19,7,15,16,8,s885,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S886,15,6,12,19,8,15,16,8,s886,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S887,20,6,14,19,9,15,16,8,s887,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S888,19,6,14,19,10,15,16,8,s888,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S889,18,7,13,19,5,15,16,8,s889,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S890,17,8,13,19,9,15,16,8,s890,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S891,16,9,11,19,9,15,16,8,s891,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S892,15,10,12,19,9,15,16,8,s892,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S893,20,5,14,19,9,15,16,8,s893,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S894,19,6,14,19,9,15,16,8,s894,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S895,18,7,13,19,9,19,16,6,s895,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S896,17,7,13,19,9,19,16,7,s896,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S897,16,7,11,19,9,19,16,8,s897,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S898,15,7,12,19,9,19,16,9,s898,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S899,16,7,12,19,9,19,16,10,s899,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
,,Lawyer,S900,17,7,12,19,9,19,16,5,s900,BEST,POOR,AVG,BEST,POOR,BEST,BEST,POOR
19,,Pharmacist,S901,11,6,16,11,7,20,12,20,s901,AVG,POOR,BEST,AVG,POOR,BEST,AVG,BEST
,,Pharmacist,S902,14,7,15,11,6,19,12,19,s902,AVG,POOR,BEST,AVG,POOR,BEST,AVG,BEST
,,Pharmacist,S903,13,8,20,11,7,20,12,18,s903,AVG,POOR,BEST,AVG,POOR,BEST,AVG,BEST
,,Pharmacist,S904,11,9,19,12,8,19,12,17,s904,AVG,POOR,BEST,AVG,POOR,BEST,AVG,BEST
,,Pharmacist,S905,12,10,18,12,9,20,12,16,s905,AVG,POOR,BEST,AVG,POOR,BEST,AVG,BEST
,,Pharmacist,S906,13,6,17,13,10,19,12,15,s906,AVG,POOR,BEST,AVG,POOR,BEST,AVG,BEST
,,Pharmacist,S907,14,7,16,13,5,20,12,16,s907,AVG,POOR,BEST,AVG,POOR,BEST,AVG,BEST
